record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000121,10.18174/472043,Caught between friends and foes : plant-mediated interactions between herbivores and flower visitors,2019,https://openalex.org/W2943477571,Q01;Q02;Q03;Q05;Q08;Q10;Q11;Q12,dissertation,NO,NO,,YES,YES,YES,YES,YES,YES,flower,flower visitors,herbivores,flower;flowers,flower visitors,herbivore,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000122,10.1002/j.1537-2197.1992.tb12621.x,"CAUSES AND CONSEQUENCES OF WITHIN‐TREE PHENOLOGICAL PATTERNS IN THE FLORIDA STRANGLING FIG, FICUS AUREA (MORACEAE)",1992,https://openalex.org/W2096209619,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,fig,,,fig;figs;flower;syconia,pollinate;pollinator;pollinators,oviposit;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000123,10.2307/2445195,"Causes and Consequences of Within-Tree Phenological Patterns in the Florida Strangling Fig, Ficus aurea (Moraceae)",1992,https://openalex.org/W4232931383,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,fig,,,fig;figs;flower;syconia,pollinate;pollinator;pollinators,oviposit;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000124,,Characteristics of BVOC emissions from a Swedish boreal forest : Using chambers to capture biogenic volatile organic compounds (BVOCs) from trees and forest floor,2018,https://openalex.org/W2787622762,Q01,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flowers,pollinators,herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000125,10.1002/ajb2.1158,"Characterization of the mating system of a native perennial tetraploid herb, Silene stellata",2018,https://openalex.org/W2894799469,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination;pollinator,seed predation,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000126,10.3390/agronomy12112651,Characterization of the Volatile Profiles of Six Industrial Hemp (Cannabis sativa L.) Cultivars,2022,https://openalex.org/W4307434402,Q01,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flowers,pollinated,herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000127,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,https://openalex.org/W4280500629,Q09;Q10;Q13,preprint,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinators,nectar robbing,floral;flower;flowers,flower visitors;pollinated,exploitation;nectar robbed;nectar robbing,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000128,10.1002/ecs2.4696,Cheaters among pollinators: Nectar robbing and thieving vary spatiotemporally with floral traits in Afrotropical forests,2023,https://openalex.org/W4388776165,Q10;Q13,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinators,nectar robbing,floral;flower;flowers,pollinating;pollinator,antagonists;exploiters;nectar robbers,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000129,10.1111/jse.12955,Chemical communication between plants and insects,2023,https://openalex.org/W4377101327,Q01;Q05;Q06,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,fig;floral;flower;flowers,pollination;pollinator;pollinators,antagonistic;antagonists;herbivore;herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000130,10.1111/j.1469-8137.2010.03227.x,Chemical ecology of obligate pollination mutualisms: testing the ‘private channel’ hypothesis in the Breynia–Epicephala association,2010,https://openalex.org/W2059728531,Q03;Q11;Q12,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral;flower;flowers,pollinating;pollination;pollinator;pollinators,seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000131,10.1039/d3np00024a,"Chemistry, biosynthesis and biology of floral volatiles: roles in pollination and other functions",2023,https://openalex.org/W4386407442,Q01;Q05,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,floral;flower;flowers,pollinators,herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000132,10.3732/ajb.1200636,"Choices and consequences of oviposition by a pollinating seed predator, Hadena ectypa (Noctuidae), on its host plant, Silene stellata (Caryophyllaceae)",2013,https://openalex.org/W2103033691,Q12,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinating,oviposition;seed predator,floral;flower;flowers,pollinating;pollination,oviposited;oviposition;seed predator;seed predators;seed-predator,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000133,10.1093/pcp/pcab048,Circadian Clock inArabidopsis thalianaDetermines Flower Opening Time Early in the Morning and Dominantly Closes Early in the Afternoon,2021,https://openalex.org/W3144516100,Q01;Q09,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower;flowers,pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000134,10.1093/aob/mcw136,Circadian rhythm of aSilenespecies favours nocturnal pollination and constrains diurnal visitation,2016,https://openalex.org/W2480834824,Q12,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral;flower;flowers,flower visitors;pollinating;pollination;pollinator;pollinators,parasitism;seed predator,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000135,10.1093/aob/mcx024,"Coevolution with pollinating resin midges led to resin-filled nurseries in the androecia, gynoecia and tepals of Kadsura (Schisandraceae)",2017,https://openalex.org/W2605587182,Q01,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinating,,floral;flower;flowers,pollinator;pollinators,herbivores;oviposit,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000136,,Coevolutionary Diversification of Leafflower Moths (Lepidoptera: Gracillariidae: Epicephala) and Leafflower Trees (Phyllanthaceae: Phyllanthus sensu lato [Glochidion]) in Southeastern Polynesia,2012,https://openalex.org/W2200174237,Q01;Q03;Q05;Q12,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,fig;flowers,pollinating;pollination;pollinator;pollinators,oviposit;seed predation;seed-predation,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000137,,Coexistence of sympatric taxa of Chamaecrista section Xerocalyx: addressing the interplay between morphology and biotic interactions,2012,https://openalex.org/W7139748096,Q07;Q09;Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flowers,pollinated;pollination;pollinators,herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000138,10.1086/674358,Coflowering Community Context Influences Female Fitness and Alters the Adaptive Value of Flower Longevity inMimulus guttatus,2013,https://openalex.org/W2115158957,Q09;Q10,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower,pollination;pollinator,antagonistic;herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000139,10.1093/jxb/erz479,Colourful cones: how did flower colour first evolve?,2019,https://openalex.org/W2982823904,Q07,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,flower;flowers,pollinated;pollination;pollinators,herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000140,10.53846/goediss-1774,Community structure and interaction webs of flower-visiting and cavity-nesting insects along an experimental plant diversity gradient,2008,https://openalex.org/W2307448743,Q08;Q09;Q10,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,blossom;floral;flower,flower visitors;pollination;pollinator;pollinators,herbivores;parasitism,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000141,10.1093/isd/ixaa005,Community Structure and Undescribed Species Diversity in Non-Pollinating Fig Wasps Associated with the Strangler Fig Ficus petiolaris,2020,https://openalex.org/W3022591066,Q05,article,NO,NO,,YES,YES,YES,YES,YES,YES,fig,pollinating,non-pollinating,fig;figs;flowers,pollinating,non-pollinating;parasitic,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000142,10.4257/oeco.2018.2204.03,COMO AS ABELHAS PERCEBEM AS FLORES E POR QUE ISTO É IMPORTANTE?,2018,https://openalex.org/W2905488943,Q01;Q05;Q06;Q07;Q08;Q09;Q10;Q11,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower;flowers,floral visitors;pollination,antagonistas;antagonistic,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000143,10.1002/ece3.2377,Comparative analyses of flower scent inSileneaereveal a contrasting phylogenetic signal between night and day emissions,2016,https://openalex.org/W2531324431,Q02;Q03;Q10;Q11;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,flower,pollinators,antagonistic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000144,10.5154/r.rchsh.2020.05.012,Comparative analysis of floral volatiles between the ‘Hass’ variety and Antillean race avocado,2021,https://openalex.org/W3119134745,Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinating,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000145,10.15414/afz.2017.20.04.78-83,Comparative assessment of insect pests population densities of three selected cucurbit crops,2017,https://openalex.org/W2784823385,Q01;Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollinated,herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000146,10.1111/j.1365-294x.2011.05296.x,Comparative population genetic structure in a plant-pollinator/seed predator system,2011,https://openalex.org/W2068263477,Q12,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinator,seed predator,flowers,pollinator,seed predator,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000147,,"Comparative Study on Flower Trait,Pollinator Visitation Rate and Seed Production of Two Pedicularis Species",2011,https://openalex.org/W2359203354,Q09,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinator,,fig;flower;flowers,pollinator;pollinators,herbivore;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000148,10.3390/insects14110872,Complex Effects of a Land-Use Gradient on Pollinators and Natural Enemies: Natural Habitats Mitigate the Effects of Aphid Infestation on Pollination Services,2023,https://openalex.org/W4388630092,Q10,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinators,,flower,pollination;pollinator;pollinators,herbivorous;parasitism,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000149,10.1111/een.70004,"Complex interactions in ant–plant mutualisms: The role of multiple ant food resources in mediating plant defence, pollination and fitness in a tropical shrub",2025,https://openalex.org/W4412974525,Q05;Q08;Q11,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,flower,pollination;pollinator;pollinators,herbivore;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000150,10.1111/1365-2656.70243,Complex multitrophic species interactions and fitness costs: Intricate consequences of jasmonate and salicylate induced plant defences,2026,https://openalex.org/W7154489976,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flowers,pollinator,herbivore;herbivores;herbivory;seed predation;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000151,10.1002/ecy.4043,Components of local adaptation and divergence in pollination efficacy in a coevolving species interaction,2023,https://openalex.org/W4361190592,Q10;Q11,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral,floral visitors;pollinate;pollinated;pollination;pollinators,ovipositing;oviposition,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000152,10.1101/370700,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace,2018,https://openalex.org/W2884433249,Q13,preprint,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinators,,flower,pollinator;pollinators,parasite,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000153,10.3390/plants13243520,"Conflicting Dynamics of Galling and Pollination: Arastichus gallicola (Hymenoptera, Eulophidae), a Specialized Parasitic Galler in Pistillate Flowers of Thaumatophyllum bipinnatifidum (Araceae)",2024,https://openalex.org/W4405459792,Q03;Q12,article,NO,NO,,YES,YES,YES,YES,YES,YES,flowers,pollination,parasitic,floral,pollination,antagonistic;oviposition;parasitic,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000154,10.1002/ajb2.1182,Consequences of multiple flower–insect interactions for subsequent plant–insect interactions and plant reproduction,2018,https://openalex.org/W2898664981,Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q10;Q11;Q12;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower,floral visitors;pollination;pollinator;pollinators,antagonisms;antagonists;florivores;florivory;herbivory;nectar robbing,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000155,10.1002/ecy.4306,Consequences of pollen defense compounds for pollinators and antagonists in a pollen‐rewarding plant,2024,https://openalex.org/W4394618967,Q05;Q06;Q10,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,antagonists,flower;flowers,pollinator;pollinators,antagonists;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000156,10.1002/ajb2.1082,Consequences of secondary nectar robbing for male components of plant reproduction,2018,https://openalex.org/W2804358489,Q08;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,nectar robbing,floral,pollinating;pollination;pollinator;pollinators,exploitation,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000157,10.53846/goediss-11131,Conservation of wild bees in agricultural landscapes through intercropping and habitat management,2025,https://openalex.org/W4408361522,Q13,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower;flowers,pollination;pollinators,nectar robbing,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000158,10.4161/psb.4.9.9483,Constraints on plant signals and rewards to multiple mutualists?,2009,https://openalex.org/W2024409748,Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,pollinators,antagonistic,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000159,10.3389/fpls.2013.00338,Context-dependency of arbuscular mycorrhizal fungi on plant-insect interactions in an agroecosystem,2013,https://openalex.org/W2137290380,Q01;Q05;Q09;Q10;Q11,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollination;pollinator;pollinators,antagonistic;antagonists;herbivore;herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
